Time,Extension,Force,Strain 1
"188.87200","7.72094","21720.22266","6.7090"
"188.88200","7.72175","21719.98633","6.7103"
"188.89200","7.72256","21719.57031","6.7116"
"188.90200","7.72350","21719.67188","6.7129"
"188.91200","7.72450","21720.57227","6.7142"
"188.92200","7.72537","21722.74805","6.7155"
"188.93200","7.72625","21725.64062","6.7169"
"188.94200","7.72700","21728.27539","6.7182"
"188.95200","7.72781","21729.86328","6.7195"
"188.96200","7.72869","21730.37500","6.7221"
"188.97200","7.72956","21730.61133","6.7234"
"188.98200","7.73037","21731.12695","6.7234"
"188.99200","7.73119","21732.03320","6.7247"
"189.00200","7.73187","21732.67969","6.7274"
"189.01200","7.73256","21732.18164","6.7287"
"189.02200","7.73331","21730.53516","6.7300"
"189.03200","7.73419","21728.58398","6.7313"
"189.04200","7.73512","21727.21094","6.7326"
"189.05200","7.73619","21727.26367","6.7339"
"189.06200","7.73712","21729.37109","6.7352"
"189.07200","7.73800","21733.05859","6.7365"
"189.08200","7.73875","21737.22070","6.7365"
"189.09200","7.73950","21740.31055","6.7378"
"189.10200","7.74031","21741.79688","6.7392"
"189.11200","7.74119","21742.08984","6.7418"
"189.12200","7.74200","21741.88867","6.7431"
"189.13200","7.74281","21741.67188","6.7444"
"189.14200","7.74350","21741.46484","6.7457"
"189.15200","7.74425","21740.78516","6.7470"
"189.16200","7.74500","21739.57031","6.7483"
"189.17200","7.74587","21738.12695","6.7496"
"189.18200","7.74675","21737.19336","6.7510"
"189.19200","7.74775","21737.55859","6.7523"
"189.20200","7.74875","21739.73047","6.7536"
"189.21200","7.74956","21743.45312","6.7549"
"189.22200","7.75031","21747.42578","6.7549"
"189.23200","7.75106","21750.09961","6.7575"
"189.24200","7.75187","21751.16602","6.7588"
"189.25200","7.75275","21750.93945","6.7601"
"189.26200","7.75362","21750.74414","6.7601"
"189.27200","7.75450","21751.09570","6.7615"
"189.28200","7.75525","21751.86328","6.7628"
"189.29200","7.75594","21752.54883","6.7641"
"189.30200","7.75669","21752.65625","6.7654"
"189.31200","7.75750","21751.91992","6.7667"
"189.32200","7.75837","21751.11719","6.7680"
"189.33200","7.75931","21750.86523","6.7693"
"189.34200","7.76025","21751.66016","6.7706"
"189.35200","7.76119","21753.89453","6.7719"
"189.36200","7.76200","21757.09766","6.7733"
"189.37200","7.76275","21760.03320","6.7746"
"189.38200","7.76362","21761.90234","6.7772"
"189.39200","7.76444","21762.73438","6.7772"
"189.40200","7.76531","21763.20312","6.7785"
"189.41200","7.76619","21763.82227","6.7811"
"189.42200","7.76694","21764.79492","6.7824"
"189.43200","7.76769","21765.33398","6.7838"
"189.44200","7.76837","21764.95898","6.7864"
"189.45200","7.76919","21763.88281","6.7877"
"189.46200","7.77006","21762.69141","6.7890"
"189.47200","7.77106","21762.21680","6.7903"
"189.48200","7.77206","21763.10352","6.7916"
"189.49200","7.77300","21765.50391","6.7929"
"189.50200","7.77375","21769.00586","6.7942"
"189.51200","7.77450","21772.13086","6.7956"
"189.52200","7.77531","21773.79883","6.7969"
"189.53200","7.77612","21773.80664","6.7982"
"189.54200","7.77700","21773.21094","6.7995"
"189.55200","7.77781","21772.89648","6.8008"
"189.56200","7.77862","21773.23047","6.8021"
"189.57200","7.77937","21773.62305","6.8034"
"189.58200","7.78012","21773.38086","6.8047"
"189.59200","7.78094","21772.67578","6.8060"
"189.60200","7.78181","21771.87891","6.8074"
"189.61200","7.78275","21771.64062","6.8087"
"189.62200","7.78369","21772.45312","6.8100"
"189.63200","7.78462","21774.53906","6.8113"
"189.64200","7.78544","21777.90039","6.8126"
"189.65200","7.78612","21781.08398","6.8139"
"189.66200","7.78687","21782.53125","6.8152"
"189.67200","7.78769","21782.27344","6.8165"
"189.68200","7.78856","21781.27344","6.8179"
"189.69200","7.78944","21780.46289","6.8192"
"189.70200","7.79031","21780.47461","6.8205"
"189.71200","7.79106","21781.41797","6.8218"
"189.72200","7.79181","21782.45703","6.8231"
"189.73200","7.79262","21782.80859","6.8244"
"189.74200","7.79337","21782.67773","6.8257"
"189.75200","7.79425","21782.40039","6.8270"
"189.76200","7.79519","21782.43945","6.8283"
"189.77200","7.79606","21783.59570","6.8297"
"189.78200","7.79694","21785.97852","6.8310"
"189.79200","7.79775","21788.68750","6.8323"
"189.80200","7.79850","21790.78125","6.8336"
"189.81200","7.79931","21791.64648","6.8349"
"189.82200","7.80019","21791.65430","6.8362"
"189.83200","7.80106","21791.88477","6.8375"
"189.84200","7.80194","21792.81836","6.8402"
"189.85200","7.80269","21794.32812","6.8415"
"189.86200","7.80344","21795.63281","6.8428"
"189.87200","7.80419","21796.21484","6.8441"
"189.88200","7.80500","21796.00195","6.8454"
"189.89200","7.80587","21795.49023","6.8467"
"189.90200","7.80681","21795.39453","6.8493"
"189.91200","7.80787","21796.41797","6.8506"
"189.92200","7.80875","21799.14062","6.8520"
"189.93200","7.80956","21802.91211","6.8533"
"189.94200","7.81031","21806.29102","6.8546"
"189.95200","7.81112","21808.10547","6.8559"
"189.96200","7.81194","21808.47266","6.8572"
"189.97200","7.81281","21808.14453","6.8572"
"189.98200","7.81369","21808.01172","6.8585"
"189.99200","7.81450","21808.31836","6.8598"
"190.00200","7.81525","21808.69922","6.8611"
"190.01200","7.81600","21808.69336","6.8624"
"190.02200","7.81681","21808.13281","6.8638"
"190.03200","7.81769","21807.41992","6.8651"
"190.04200","7.81862","21807.23438","6.8664"
"190.05200","7.81962","21808.18164","6.8690"
"190.06200","7.82050","21810.55469","6.8703"
"190.07200","7.82131","21813.61523","6.8716"
"190.08200","7.82200","21816.22461","6.8729"
"190.09200","7.82275","21817.19141","6.8743"
"190.10200","7.82356","21816.50195","6.8756"
"190.11200","7.82450","21815.26562","6.8769"
"190.12200","7.82537","21814.63672","6.8782"
"190.13200","7.82619","21814.97461","6.8795"
"190.14200","7.82694","21815.92188","6.8808"
"190.15200","7.82775","21816.55859","6.8821"
"190.16200","7.82850","21816.75977","6.8834"
"190.17200","7.82937","21816.61328","6.8847"
"190.18200","7.83025","21816.56250","6.8861"
"190.19200","7.83119","21817.08008","6.8887"
"190.20200","7.83212","21818.66602","6.8900"
"190.21200","7.83300","21821.20312","6.8913"
"190.22200","7.83369","21823.77148","6.8926"
"190.23200","7.83444","21825.26953","6.8939"
"190.24200","7.83525","21825.29492","6.8952"
"190.25200","7.83606","21824.40234","6.8979"
"190.26200","7.83694","21823.66797","6.8992"
"190.27200","7.83775","21823.71875","6.9005"
"190.28200","7.83850","21824.19531","6.9018"
"190.29200","7.83925","21824.54688","6.9018"
"190.30200","7.84000","21824.22852","6.9031"
"190.31200","7.84081","21823.48242","6.9044"
"190.32200","7.84169","21822.85156","6.9057"
"190.33200","7.84269","21823.02539","6.9070"
"190.34200","7.84369","21824.55273","6.9084"
"190.35200","7.84456","21827.73828","6.9097"
"190.36200","7.84531","21831.74414","6.9123"
"190.37200","7.84606","21835.07031","6.9136"
"190.38200","7.84681","21836.74414","6.9149"
"190.39200","7.84762","21836.89844","6.9162"
"190.40200","7.84850","21836.39844","6.9175"
"190.41200","7.84937","21836.00195","6.9188"
"190.42200","7.85012","21836.08789","6.9202"
"190.43200","7.85094","21836.59375","6.9215"
"190.44200","7.85175","21836.88086","6.9228"
"190.45200","7.85256","21836.98242","6.9241"
"190.46200","7.85344","21837.03125","6.9254"
"190.47200","7.85444","21837.56445","6.9267"
"190.48200","7.85537","21839.16406","6.9267"
"190.49200","7.85631","21842.05273","6.9280"
"190.50200","7.85706","21845.48438","6.9293"
"190.51200","7.85775","21848.12891","6.9307"
"190.52200","7.85850","21849.00391","6.9320"
"190.53200","7.85931","21848.20117","6.9333"
"190.54200","7.86019","21846.83594","6.9346"
"190.55200","7.86112","21845.94727","6.9359"
"190.56200","7.86194","21846.20703","6.9385"
"190.57200","7.86269","21847.17969","6.9398"
"190.58200","7.86350","21847.98633","6.9411"
"190.59200","7.86425","21848.28711","6.9425"
"190.60200","7.86512","21848.01758","6.9438"
"190.61200","7.86600","21847.78320","6.9451"
"190.62200","7.86700","21848.25977","6.9464"
"190.63200","7.86794","21850.12305","6.9477"
"190.64200","7.86875","21853.16016","6.9490"
"190.65200","7.86950","21856.24023","6.9503"
"190.66200","7.87025","21857.86719","6.9516"
"190.67200","7.87112","21858.13281","6.9543"
"190.68200","7.87200","21857.95117","6.9556"
"190.69200","7.87287","21857.93555","6.9569"
"190.70200","7.87369","21858.51562","6.9582"
"190.71200","7.87444","21859.27930","6.9595"
"190.72200","7.87519","21859.64648","6.9608"
"190.73200","7.87594","21859.49805","6.9621"
"190.74200","7.87681","21858.86914","6.9634"
"190.75200","7.87769","21858.25195","6.9648"
"190.76200","7.87869","21858.38281","6.9674"
"190.77200","7.87969","21859.95508","6.9687"
"190.78200","7.88056","21863.00391","6.9700"
"190.79200","7.88125","21866.38867","6.9713"
"190.80200","7.88200","21868.71680","6.9726"
"190.81200","7.88275","21869.19531","6.9739"
"190.82200","7.88356","21868.43359","6.9752"
"190.83200","7.88444","21867.38867","6.9766"
"190.84200","7.88525","21866.69336","6.9779"
"190.85200","7.88600","21866.50977","6.9792"
"190.86200","7.88675","21866.55859","6.9805"
"190.87200","7.88756","21866.26758","6.9818"
"190.88200","7.88837","21865.83984","6.9831"
"190.89200","7.88925","21865.66992","6.9844"
"190.90200","7.89019","21866.17773","6.9857"
"190.91200","7.89119","21867.77148","6.9871"
"190.92200","7.89206","21870.67188","6.9884"
"190.93200","7.89281","21874.36133","6.9910"
"190.94200","7.89356","21877.47656","6.9923"
"190.95200","7.89437","21878.83008","6.9936"
"190.96200","7.89519","21878.72461","6.9949"
"190.97200","7.89606","21878.07422","6.9962"
"190.98200","7.89694","21877.86523","6.9975"
"190.99200","7.89775","21878.22852","6.9989"
"191.00200","7.89850","21878.94336","7.0002"
"191.01200","7.89919","21879.29102","7.0015"
"191.02200","7.90000","21879.06055","7.0028"
"191.03200","7.90087","21878.41992","7.0054"
"191.04200","7.90181","21878.09180","7.0054"
"191.05200","7.90275","21878.67383","7.0080"
"191.06200","7.90375","21880.76758","7.0094"
"191.07200","7.90462","21884.25586","7.0107"
"191.08200","7.90544","21887.82227","7.0120"
"191.09200","7.90619","21890.24609","7.0133"
"191.10200","7.90706","21891.27344","7.0146"
"191.11200","7.90787","21891.49023","7.0159"
"191.12200","7.90869","21891.60547","7.0172"
"191.13200","7.90950","21891.64062","7.0185"
"191.14200","7.91019","21891.47852","7.0198"
"191.15200","7.91087","21890.72852","7.0212"
"191.16200","7.91169","21889.19727","7.0225"
"191.17200","7.91250","21887.31445","7.0238"
"191.18200","7.91344","21885.96094","7.0251"
"191.19200","7.91444","21885.92383","7.0264"
"191.20200","7.91544","21887.73438","7.0290"
"191.21200","7.91637","21891.23828","7.0303"
"191.22200","7.91712","21895.25000","7.0316"
"191.23200","7.91787","21898.38867","7.0330"
"191.24200","7.91862","21899.94727","7.0356"
"191.25200","7.91944","21899.95117","7.0356"
"191.26200","7.92025","21899.41406","7.0369"
"191.27200","7.92106","21899.04102","7.0382"
"191.28200","7.92181","21898.68359","7.0395"
"191.29200","7.92256","21898.16797","7.0408"
"191.30200","7.92337","21897.30469","7.0421"
"191.31200","7.92419","21896.35547","7.0435"
"191.32200","7.92512","21895.81836","7.0461"
"191.33200","7.92606","21896.47852","7.0474"
"191.34200","7.92706","21898.63672","7.0487"
"191.35200","7.92794","21902.13672","7.0500"
"191.36200","7.92869","21906.03711","7.0513"
"191.37200","7.92944","21908.79883","7.0526"
"191.38200","7.93019","21909.87109","7.0539"
"191.39200","7.93100","21909.47656","7.0566"
"191.40200","7.93187","21908.58789","7.0579"
"191.41200","7.93269","21907.92188","7.0592"
"191.42200","7.93350","21907.98242","7.0605"
"191.43200","7.93425","21908.42773","7.0618"
"191.44200","7.93500","21908.66992","7.0631"
"191.45200","7.93581","21908.50000","7.0644"
"191.46200","7.93669","21907.98633","7.0658"
"191.47200","7.93762","21907.91406","7.0671"
"191.48200","7.93862","21908.83594","7.0684"
"191.49200","7.93956","21911.16602","7.0697"
"191.50200","7.94037","21914.58398","7.0710"
"191.51200","7.94119","21918.00586","7.0723"
"191.52200","7.94200","21920.29102","7.0736"
"191.53200","7.94281","21921.14062","7.0749"
"191.54200","7.94369","21921.29102","7.0762"
"191.55200","7.94450","21921.36133","7.0776"
"191.56200","7.94531","21921.81445","7.0789"
"191.57200","7.94600","21922.03320","7.0815"
"191.58200","7.94675","21921.52148","7.0828"
"191.59200","7.94756","21920.26172","7.0841"
"191.60200","7.94844","21918.85742","7.0854"
"191.61200","7.94937","21918.07812","7.0867"
"191.62200","7.95037","21918.70508","7.0880"
"191.63200","7.95137","21920.99805","7.0894"
"191.64200","7.95219","21924.61914","7.0907"
"191.65200","7.95294","21928.20703","7.0920"
"191.66200","7.95369","21930.59180","7.0933"
"191.67200","7.95444","21931.27930","7.0946"
"191.68200","7.95531","21930.59961","7.0959"
"191.69200","7.95612","21929.62109","7.0972"
"191.70200","7.95694","21928.91602","7.0985"
"191.71200","7.95769","21928.53125","7.0999"
"191.72200","7.95844","21928.18750","7.1012"
"191.73200","7.95925","21927.51758","7.1025"
"191.74200","7.96006","21926.68945","7.1038"
"191.75200","7.96100","21926.29102","7.1064"
"191.76200","7.96200","21927.13672","7.1077"
"191.77200","7.96294","21929.45898","7.1090"
"191.78200","7.96375","21932.90625","7.1103"
"191.79200","7.96450","21936.45898","7.1117"
"191.80200","7.96525","21938.62305","7.1130"
"191.81200","7.96606","21938.99414","7.1143"
"191.82200","7.96687","21938.13281","7.1156"
"191.83200","7.96775","21937.09180","7.1169"
"191.84200","7.96862","21937.00000","7.1195"
"191.85200","7.96944","21937.70703","7.1208"
"191.86200","7.97012","21938.56836","7.1222"
"191.87200","7.97087","21938.72461","7.1235"
"191.88200","7.97169","21938.18359","7.1248"
"191.89200","7.97250","21937.44727","7.1261"
"191.90200","7.97344","21937.04102","7.1274"
"191.91200","7.97444","21937.81836","7.1287"
"191.92200","7.97531","21939.99609","7.1300"
"191.93200","7.97612","21943.02148","7.1326"
"191.94200","7.97694","21945.88086","7.1340"
"191.95200","7.97769","21947.61914","7.1353"
"191.96200","7.97856","21948.22656","7.1353"
"191.97200","7.97944","21948.52734","7.1366"
"191.98200","7.98031","21949.04102","7.1379"
"191.99200","7.98106","21949.85156","7.1392"
"192.00200","7.98175","21950.44531","7.1405"
"192.01200","7.98244","21949.98242","7.1418"
"192.02200","7.98319","21948.54102","7.1431"
"192.03200","7.98406","21946.71875","7.1444"
"192.04200","7.98500","21945.44336","7.1458"
"192.05200","7.98600","21945.58008","7.1471"
"192.06200","7.98700","21947.78711","7.1497"
"192.07200","7.98794","21951.77148","7.1497"
"192.08200","7.98869","21956.28516","7.1510"
"192.09200","7.98944","21959.68555","7.1523"
"192.10200","7.99025","21961.42773","7.1536"
"192.11200","7.99112","21961.88086","7.1549"
"192.12200","7.99200","21961.70898","7.1563"
"192.13200","7.99275","21961.58008","7.1576"
"192.14200","7.99350","21961.61328","7.1589"
"192.15200","7.99425","21961.24414","7.1615"
"192.16200","7.99506","21960.25781","7.1628"
"192.17200","7.99587","21959.03711","7.1641"
"192.18200","7.99681","21958.26562","7.1654"
"192.19200","7.99781","21958.55469","7.1667"
"192.20200","7.99875","21960.43359","7.1681"
"192.21200","7.99956","21963.56055","7.1694"
"192.22200","8.00037","21966.72852","7.1707"
"192.23200","8.00112","21968.95898","7.1720"
"192.24200","8.00194","21969.57227","7.1733"
"192.25200","8.00281","21969.31250","7.1759"
"192.26200","8.00375","21969.04102","7.1772"
"192.27200","8.00456","21969.47266","7.1786"
"192.28200","8.00531","21970.47461","7.1799"
"192.29200","8.00606","21971.30469","7.1812"
"192.30200","8.00681","21971.46289","7.1825"
"192.31200","8.00762","21970.79297","7.1838"
"192.32200","8.00844","21969.96289","7.1851"
"192.33200","8.00937","21969.45898","7.1877"
"192.34200","8.01037","21969.95117","7.1890"
"192.35200","8.01125","21971.78125","7.1904"
"192.36200","8.01206","21974.41992","7.1917"
"192.37200","8.01281","21976.57812","7.1930"
"192.38200","8.01362","21977.77148","7.1943"
"192.39200","8.01450","21978.22266","7.1956"
"192.40200","8.01537","21978.38672","7.1969"
"192.41200","8.01619","21978.82422","7.1982"
"192.42200","8.01694","21979.76953","7.1995"
"192.43200","8.01762","21980.26172","7.2008"
"192.44200","8.01837","21979.74805","7.2022"
"192.45200","8.01919","21978.52344","7.2035"
"192.46200","8.02000","21977.17578","7.2048"
"192.47200","8.02100","21976.54297","7.2061"
"192.48200","8.02200","21977.24805","7.2074"
"192.49200","8.02287","21979.63477","7.2087"
"192.50200","8.02369","21983.22852","7.2100"
"192.51200","8.02444","21986.55859","7.2113"
"192.52200","8.02519","21988.23047","7.2127"
"192.53200","8.02600","21988.45508","7.2153"
"192.54200","8.02687","21987.89062","7.2166"
"192.55200","8.02775","21987.45508","7.2179"
"192.56200","8.02856","21987.64062","7.2192"
"192.57200","8.02931","21988.12305","7.2205"
"192.58200","8.03006","21988.41992","7.2218"
"192.59200","8.03087","21988.22656","7.2231"
"192.60200","8.03175","21987.98242","7.2245"
"192.61200","8.03269","21988.08789","7.2271"
"192.62200","8.03362","21989.11914","7.2284"
"192.63200","8.03456","21991.41797","7.2297"
"192.64200","8.03537","21994.51953","7.2310"
"192.65200","8.03612","21997.28516","7.2323"
"192.66200","8.03687","21998.64062","7.2336"
"192.67200","8.03769","21998.41211","7.2350"
"192.68200","8.03856","21997.56445","7.2363"
"192.69200","8.03950","21997.09766","7.2376"
"192.70200","8.04037","21997.63672","7.2402"
"192.71200","8.04112","21998.94922","7.2415"
"192.72200","8.04187","22000.04492","7.2428"
"192.73200","8.04269","22000.35547","7.2441"
"192.74200","8.04350","21999.99414","7.2454"
"192.75200","8.04437","21999.34766","7.2468"
"192.76200","8.04531","21999.08008","7.2481"
"192.77200","8.04619","21999.74023","7.2494"
"192.78200","8.04706","22001.70508","7.2507"
"192.79200","8.04781","22004.02930","7.2520"
"192.80200","8.04856","22005.41992","7.2533"
"192.81200","8.04937","22005.63086","7.2546"
"192.82200","8.05025","22005.17383","7.2559"
"192.83200","8.05119","22005.05664","7.2572"
"192.84200","8.05200","22005.71875","7.2599"
"192.85200","8.05275","22006.89453","7.2612"
"192.86200","8.05344","22007.71680","7.2625"
"192.87200","8.05419","22007.39453","7.2638"
"192.88200","8.05500","22006.28125","7.2651"
"192.89200","8.05587","22005.21875","7.2664"
"192.90200","8.05687","22004.90430","7.2677"
"192.91200","8.05787","22006.17578","7.2691"
"192.92200","8.05875","22009.09766","7.2704"
"192.93200","8.05956","22012.94531","7.2717"
"192.94200","8.06031","22016.17578","7.2730"
"192.95200","8.06106","22017.83008","7.2743"
"192.96200","8.06194","22018.11523","7.2756"
"192.97200","8.06281","22017.77344","7.2769"
"192.98200","8.06362","22017.70117","7.2782"
"192.99200","8.06444","22018.08008","7.2795"
"193.00200","8.06519","22018.57227","7.2795"
"193.01200","8.06594","22018.60938","7.2809"
"193.02200","8.06675","22018.06445","7.2822"
"193.03200","8.06756","22017.33789","7.2835"
"193.04200","8.06850","22017.08398","7.2848"
"193.05200","8.06950","22017.88867","7.2861"
"193.06200","8.07037","22019.93359","7.2874"
"193.07200","8.07112","22022.87109","7.2887"
"193.08200","8.07187","22025.64258","7.2900"
"193.09200","8.07262","22026.83594","7.2914"
"193.10200","8.07344","22026.57617","7.2927"
"193.11200","8.07437","22025.76758","7.2940"
"193.12200","8.07525","22025.44727","7.2966"
"193.13200","8.07612","22026.08984","7.2979"
"193.14200","8.07694","22027.57227","7.2992"
"193.15200","8.07769","22029.00000","7.3005"
"193.16200","8.07850","22029.71875","7.3018"
"193.17200","8.07931","22029.83203","7.3032"
"193.18200","8.08019","22029.70703","7.3045"
"193.19200","8.08119","22029.84375","7.3071"
"193.20200","8.08212","22031.06055","7.3084"
"193.21200","8.08294","22033.36719","7.3097"
"193.22200","8.08369","22036.01758","7.3110"
"193.23200","8.08450","22037.60938","7.3123"
"193.24200","8.08531","22038.13281","7.3136"
"193.25200","8.08619","22038.00586","7.3150"
"193.26200","8.08700","22037.85547","7.3163"
"193.27200","8.08781","22038.01172","7.3176"
"193.28200","8.08856","22038.37695","7.3202"
"193.29200","8.08931","22038.34375","7.3215"
"193.30200","8.09006","22037.38281","7.3228"
"193.31200","8.09087","22036.00977","7.3241"
"193.32200","8.09181","22034.86523","7.3255"
"193.33200","8.09275","22034.53125","7.3268"
"193.34200","8.09381","22035.76562","7.3281"
"193.35200","8.09469","22038.79102","7.3294"
"193.36200","8.09544","22042.66016","7.3307"
"193.37200","8.09612","22045.70312","7.3320"
"193.38200","8.09694","22046.94531","7.3346"
"193.39200","8.09769","22046.59766","7.3359"
"193.40200","8.09856","22045.51758","7.3373"
"193.41200","8.09937","22044.64844","7.3386"
"193.42200","8.10019","22044.22852","7.3399"
"193.43200","8.10094","22044.21875","7.3412"
"193.44200","8.10175","22044.02148","7.3425"
"193.45200","8.10256","22043.47852","7.3438"
"193.46200","8.10344","22043.19531","7.3451"
"193.47200","8.10437","22043.75586","7.3464"
"193.48200","8.10537","22045.51758","7.3478"
"193.49200","8.10625","22048.64062","7.3491"
"193.50200","8.10700","22052.32617","7.3517"
"193.51200","8.10769","22055.00391","7.3530"
"193.52200","8.10844","22055.78711","7.3543"
"193.53200","8.10925","22054.79688","7.3556"
"193.54200","8.11019","22053.42383","7.3569"
"193.55200","8.11106","22052.83594","7.3582"
"193.56200","8.11194","22053.52148","7.3596"
"193.57200","8.11269","22055.12305","7.3609"
"193.58200","8.11344","22056.57227","7.3622"
"193.59200","8.11425","22057.22852","7.3635"
"193.60200","8.11506","22057.25586","7.3648"
"193.61200","8.11594","22057.03125","7.3674"
"193.62200","8.11694","22057.32031","7.3687"
"193.63200","8.11787","22058.74609","7.3700"
"193.64200","8.11875","22061.56445","7.3714"
"193.65200","8.11950","22064.62695","7.3727"
"193.66200","8.12025","22066.48438","7.3740"
"193.67200","8.12112","22067.02148","7.3766"
"193.68200","8.12200","22067.02539","7.3779"
"193.69200","8.12281","22067.06836","7.3792"
"193.70200","8.12362","22067.42383","7.3805"
"193.71200","8.12437","22068.07227","7.3819"
"193.72200","8.12512","22068.20898","7.3819"
"193.73200","8.12587","22067.47461","7.3845"
"193.74200","8.12675","22066.25391","7.3858"
"193.75200","8.12762","22065.15234","7.3871"
"193.76200","8.12862","22065.07227","7.3871"
"193.77200","8.12962","22066.67188","7.3884"
"193.78200","8.13050","22070.00195","7.3897"
"193.79200","8.13125","22073.80273","7.3923"
"193.80200","8.13200","22076.57617","7.3937"
"193.81200","8.13281","22077.58984","7.3950"
"193.82200","8.13362","22077.20508","7.3963"
"193.83200","8.13444","22076.30859","7.3963"
"193.84200","8.13531","22075.51953","7.3976"
"193.85200","8.13606","22075.32031","7.4002"
"193.86200","8.13681","22075.12305","7.4015"
"193.87200","8.13762","22074.51367","7.4028"
"193.88200","8.13844","22073.87305","7.4042"
"193.89200","8.13937","22073.57812","7.4055"
"193.90200","8.14031","22074.07422","7.4068"
"193.91200","8.14125","22075.77344","7.4081"
"193.92200","8.14212","22078.77539","7.4094"
"193.93200","8.14294","22082.15820","7.4107"
"193.94200","8.14362","22084.54297","7.4120"
"193.95200","8.14444","22085.13086","7.4133"
"193.96200","8.14525","22084.30859","7.4146"
"193.97200","8.14612","22083.27148","7.4160"
"193.98200","8.14700","22082.93945","7.4173"
"193.99200","8.14781","22083.25977","7.4186"
"194.00200","8.14850","22083.96875","7.4199"
"194.01200","8.14925","22084.18945","7.4212"
"194.02200","8.15000","22083.62695","7.4225"
"194.03200","8.15087","22082.45312","7.4238"
"194.04200","8.15175","22081.55469","7.4251"
"194.05200","8.15275","22081.82422","7.4264"
"194.06200","8.15369","22083.72852","7.4278"
"194.07200","8.15450","22086.97266","7.4291"
"194.08200","8.15531","22090.36523","7.4304"
"194.09200","8.15606","22092.83398","7.4317"
"194.10200","8.15694","22093.90430","7.4330"
"194.11200","8.15775","22094.08008","7.4343"
"194.12200","8.15856","22094.18945","7.4356"
"194.13200","8.15937","22094.51367","7.4369"
"194.14200","8.16012","22094.83008","7.4383"
"194.15200","8.16081","22094.62500","7.4396"
"194.16200","8.16162","22093.94727","7.4409"
"194.17200","8.16250","22092.81641","7.4409"
"194.18200","8.16337","22091.97656","7.4422"
"194.19200","8.16444","22092.22070","7.4435"
"194.20200","8.16544","22094.13281","7.4448"
"194.21200","8.16631","22097.91992","7.4461"
"194.22200","8.16712","22102.29297","7.4487"
"194.23200","8.16787","22105.76758","7.4501"
"194.24200","8.16869","22107.42773","7.4514"
"194.25200","8.16950","22107.59375","7.4527"
"194.26200","8.17031","22106.84961","7.4540"
"194.27200","8.17112","22105.80859","7.4553"
"194.28200","8.17187","22104.96484","7.4566"
"194.29200","8.17262","22104.03906","7.4579"
"194.30200","8.17337","22102.82422","7.4592"
"194.31200","8.17425","22101.62500","7.4606"
"194.32200","8.17512","22100.92188","7.4619"
"194.33200","8.17612","22101.23242","7.4645"
"194.34200","8.17712","22103.18945","7.4658"
"194.35200","8.17800","22106.58398","7.4671"
"194.36200","8.17875","22110.23633","7.4684"
"194.37200","8.17950","22112.75195","7.4697"
"194.38200","8.18031","22113.57812","7.4710"
"194.39200","8.18112","22113.19141","7.4724"
"194.40200","8.18200","22112.55469","7.4737"
"194.41200","8.18287","22112.37109","7.4750"
"194.42200","8.18362","22112.83008","7.4763"
"194.43200","8.18437","22113.33398","7.4776"
"194.44200","8.18512","22113.24414","7.4789"
"194.45200","8.18594","22112.75391","7.4802"
"194.46200","8.18681","22112.13281","7.4815"
"194.47200","8.18775","22111.75586","7.4828"
"194.48200","8.18875","22112.35742","7.4842"
"194.49200","8.18962","22114.42969","7.4855"
"194.50200","8.19044","22117.52734","7.4868"
"194.51200","8.19119","22120.44141","7.4894"
"194.52200","8.19200","22121.94922","7.4907"
"194.53200","8.19281","22122.08203","7.4920"
"194.54200","8.19362","22121.57617","7.4920"
"194.55200","8.19444","22121.07227","7.4947"
"194.56200","8.19519","22120.95703","7.4960"
"194.57200","8.19594","22120.89062","7.4973"
"194.58200","8.19662","22120.20703","7.4986"
"194.59200","8.19744","22118.89453","7.4999"
"194.60200","8.19825","22117.37109","7.5012"
"194.61200","8.19919","22116.28125","7.5025"
"194.62200","8.20019","22116.62305","7.5038"
"194.63200","8.20119","22118.97266","7.5065"
"194.64200","8.20206","22123.09180","7.5078"
"194.65200","8.20281","22127.48438","7.5078"
"194.66200","8.20356","22130.65234","7.5091"
"194.67200","8.20431","22132.00195","7.5104"
"194.68200","8.20519","22132.02148","7.5130"
"194.69200","8.20606","22131.74023","7.5130"
"194.70200","8.20687","22131.60547","7.5143"
"194.71200","8.20762","22131.70703","7.5170"
"194.72200","8.20837","22131.78125","7.5183"
"194.73200","8.20919","22131.31836","7.5196"
"194.74200","8.21006","22130.71680","7.5209"
"194.75200","8.21094","22130.47070","7.5222"
"194.76200","8.21194","22131.06836","7.5235"
"194.77200","8.21287","22132.95312","7.5248"
"194.78200","8.21375","22136.03125","7.5261"
"194.79200","8.21450","22139.23242","7.5274"
"194.80200","8.21525","22141.39258","7.5288"
"194.81200","8.21606","22141.86133","7.5314"
"194.82200","8.21694","22141.49609","7.5327"
"194.83200","8.21781","22140.94336","7.5340"
"194.84200","8.21869","22140.92969","7.5353"
"194.85200","8.21950","22141.63672","7.5366"
"194.86200","8.22025","22142.45312","7.5379"
"194.87200","8.22100","22142.61719","7.5392"
"194.88200","8.22181","22141.82812","7.5406"
"194.89200","8.22262","22140.82031","7.5432"
"194.90200","8.22356","22140.25977","7.5445"
"194.91200","8.22456","22140.68945","7.5458"
"194.92200","8.22544","22142.76953","7.5484"
"194.93200","8.22625","22145.72070","7.5497"
"194.94200","8.22706","22148.19727","7.5511"
